,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП,Unnamed: 0,Город,Административный округ,Муниципальный округ,Населенный пункт,Улица,Тип номера дом,Номер дома,Номер корпуса,Тип номера строения/сооружения,Номер строения,Unnamed: 12,Материал,Назначение,Класс,Тип,Этажность,Признак,Общая площадь,Тип Назначение
1596,433047346,"Зелёный пр-т, д. 34","город Москва, Зелёный проспект, дом 34",ВАО,8360,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/017,62360,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,34,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"2966,1",3
1597,394232233,"Зелёный пр-т, д. 35, к. 1","город Москва, Зелёный проспект, дом 35, корпус 1",ВАО,8361,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/005,61904,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,35,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3522,6",3
1598,395842098,"Зелёный пр-т, д. 35, к. 2","город Москва, Зелёный проспект, дом 35, корпус 2",ВАО,8363,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/005,61901,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,35,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3538,1",3
1599,395834032,"Зелёный пр-т, д. 35, к. 3","город Москва, Зелёный проспект, дом 35, корпус 3",ВАО,8364,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/005,61916,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,35,3,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3538,1",3
1600,392385209,"Зелёный пр-т, д. 37","город Москва, Зелёный проспект, дом 37",ВАО,8365,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/005,61893,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,37,,,,1,панели керамзитобетонные,многоквартирный дом,жилые,Здание,5.0,,"8929,1",3
1601,392439469,"Зелёный пр-т, д. 39, к. 1","город Москва, Зелёный проспект, дом 39, корпус 1",ВАО,8366,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/046,61907,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,39,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"4246,2",3
1602,392447092,"Зелёный пр-т, д. 39, к. 2","город Москва, Зелёный проспект, дом 39, корпус 2",ВАО,8368,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/046,61919,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,39,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3460,6",3
1603,392392388,"Зелёный пр-т, д. 39, к. 3","город Москва, Зелёный проспект, дом 39, корпус 3",ВАО,8369,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/046,61918,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,39,3,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3456,4",3
1604,392395981,"Зелёный пр-т, д. 39, к. 4","город Москва, Зелёный проспект, дом 39, корпус 4",ВАО,8370,МКД,ОДС №3-Перово,"город Москва, улица Металлургов, дом 13, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/046,61912,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,39,4,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3377,2",3
1605,393991802,"Зелёный пр-т, д. 4, к. 1","город Москва, Зелёный проспект, дом 4, корпус 1",ВАО,8329,МКД,ОДС №8-Перово,"город Москва, Зелёный проспект, дом 6, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/045,61897,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,4,1,,,1,панельные,многоквартирный дом,жилые,Здание,12.0,,"10770,4",3
1606,394016544,"Зелёный пр-т, д. 4, к. 2","город Москва, Зелёный проспект, дом 4, корпус 2",ВАО,8330,МКД,ОДС №8-Перово,"город Москва, Зелёный проспект, дом 6, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/045,61903,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,4,2,,,1,панели керамзитобетонные,многоквартирный дом,жилые,Здание,12.0,,"4304,6",3
1607,390103616,"Зелёный пр-т, д. 40, к. 1","город Москва, Зелёный проспект, дом 40, корпус 1",ВАО,8371,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/041,62325,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,40,1,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,"3621,3",3
1608,390106578,"Зелёный пр-т, д. 40, к. 2","город Москва, Зелёный проспект, дом 40, корпус 2",ВАО,8372,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/041,61840,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,40,2,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,"3655,2",3
1609,390108575,"Зелёный пр-т, д. 42","город Москва, Зелёный проспект, дом 42",ВАО,80025,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/041,62350,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,42,,,,1,кирпичные,многоквартирный дом,жилые,Здание,17.0,,"13747,1",3
1610,433135295,"Зелёный пр-т, д. 44","город Москва, Зелёный проспект, дом 44",ВАО,8374,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/041,62339,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,44,,,,1,панели керамзитобетонные,многоквартирный дом,жилые,Здание,9.0,,"17039,7",3
1611,391420799,"Зелёный пр-т, д. 46","город Москва, Зелёный проспект, дом 46",ВАО,8376,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,62354,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,46,,,,1,кирпичные,многоквартирный дом,жилые,Здание,3.0,,"3021,7",3
1612,396851541,"Зелёный пр-т, д. 47","город Москва, Зелёный проспект, дом 47",ВАО,27068,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006,61905,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,47,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3544,2",3
1613,357021412,"Зелёный пр-т, д. 48, к. 1","город Москва, Зелёный проспект, дом 48, корпус 1",ВАО,8378,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,62338,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,48,1,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,"3688,2",3
1614,379403907,"Зелёный пр-т, д. 48, к. 2","город Москва, Зелёный проспект, дом 48, корпус 2",ВАО,8379,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,62352,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,48,2,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,"3663,6",3
1615,394025411,"Зелёный пр-т, д. 49","город Москва, Зелёный проспект, дом 49",ВАО,27067,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/006,61913,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,49,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"2586,1",3
1616,785472739,"Зелёный пр-т, д. 50","город Москва, Зелёный проспект, дом 50",ВАО,8381,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/008,62318,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,50,,,,1,панельные,многоквартирный дом,жилые,Здание,9.0,,"17617,7",3
1617,391422978,"Зелёный пр-т, д. 52, к. 1","город Москва, Зелёный проспект, дом 52, корпус 1",ВАО,8382,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/009,62315,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,52,1,,,1,из легкобетонных панелей,многоквартирный дом,жилые,Здание,12.0,,"3663,1",3
1618,785498995,"Зелёный пр-т, д. 52, к. 2","город Москва, Зелёный проспект, дом 52, корпус 2",ВАО,8383,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ЖСК ""СТАЛЬ""",04-04-0224/009,62321,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,52,2,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,3679,3
1619,134651696,"Зелёный пр-т, д. 53, к. 1","город Москва, Зелёный проспект, дом 53, корпус 1",ВАО,8384,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,61920,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,53,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3559,1",3
1620,164832304,"Зелёный пр-т, д. 53, к. 2","город Москва, Зелёный проспект, дом 53, корпус 2",ВАО,8385,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,62332,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,53,2,,,1,панельные,многоквартирный дом,жилые,Здание,12.0,,"4379,1",3
1621,1078636,"Зелёный пр-т, д. 54","город Москва, Зелёный проспект, дом 54",ВАО,2122395,Бюджет,,,ГБОУ Школа № 1798,04-04-0224/009,237106,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,54,,,,1,из железобетонных сегментов,детский сад,нежилые,Здание,2.0,,"1868,4",0
1622,164835841,"Зелёный пр-т, д. 55","город Москва, Зелёный проспект, дом 55",ВАО,8386,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/001,61900,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,55,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3511,7",3
1623,392971067,"Зелёный пр-т, д. 56","город Москва, Зелёный проспект, дом 56",ВАО,8387,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/009,62349,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,56,,,,1,панельные,многоквартирный дом,жилые,Здание,9.0,,"13588,7",3
1624,865245,"Зелёный пр-т, д. 59","город Москва, Зелёный проспект, дом 59",ВАО,2122255,Бюджет,,,ГБОУ Школа № 1798,04-03-0223/038,138393,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,59,,,,1,из железобетонных сегментов,школа,нежилые,Здание,5.0,,"3685,5",1
1625,398863134,"Зелёный пр-т, д. 59, к. 1","город Москва, Зелёный проспект, дом 59, корпус 1",ВАО,8388,МКД,ОДС №5-Перово,"город Москва, Новогиреевская улица, дом 19/2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0223/038,61910,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,59,1,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,16.0,,"5400,9",3
1626,393261432,"Зелёный пр-т, д. 6, к. 1","город Москва, Зелёный проспект, дом 6, корпус 1",ВАО,8331,МКД,ОДС №1-Перово,"город Москва, улица Плеханова, дом 3, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/046,61908,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,6,1,,,1,панельные,многоквартирный дом,жилые,Здание,12.0,,"17501,4",3
1627,393266585,"Зелёный пр-т, д. 6, к. 2","город Москва, Зелёный проспект, дом 6, корпус 2",ВАО,8332,МКД,ОДС №8-Перово,"город Москва, Зелёный проспект, дом 6, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/046,62333,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,6,2,,,1,крупнопанельные,многоквартирный дом,жилые,Здание,12.0,,"11457,7",3
1628,394021235,"Зелёный пр-т, д. 6, к. 3","город Москва, Зелёный проспект, дом 6, корпус 3",ВАО,8333,МКД,ОДС №8-Перово,"город Москва, Зелёный проспект, дом 6, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ПЕРОВО""",04-03-0221/046,61917,город Москва,Восточный административный округ,муниципальный округ Перово,,Зелёный проспект,дом,6,3,,,1,панельные,многоквартирный дом,жилые,Здание,12.0,,"4369,8",3
1629,392978439,"Зелёный пр-т, д. 60/35","город Москва, Зелёный проспект, дом 60/35",ВАО,8362,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,62312,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,60/35,,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,"17354,4",3
1630,437682377,"Зелёный пр-т, д. 61","город Москва, Зелёный проспект, дом 61",ВАО,8389,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,62320,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,61,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3521,6",3
1631,443156015,"Зелёный пр-т, д. 62, к. 1","город Москва, Зелёный проспект, дом 62, корпус 1",ВАО,8390,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,62311,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,62,1,,,1,легкобетонные блоки,многоквартирный дом,жилые,Здание,12.0,,"3664,9",3
1632,235245415,"Зелёный пр-т, д. 62, к. 2","город Москва, Зелёный проспект, дом 62, корпус 2",ВАО,8391,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,62356,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,62,2,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,12.0,,"3630,2",3
1633,235254953,"Зелёный пр-т, д. 62, к. 3","город Москва, Зелёный проспект, дом 62, корпус 3",ВАО,8392,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/003,62319,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,62,3,,,1,панельные,многоквартирный дом,жилые,Здание,12.0,,"8782,5",3
1634,391425289,"Зелёный пр-т, д. 63","город Москва, Зелёный проспект, дом 63",ВАО,8393,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,62353,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,63,,,,1,,многоквартирный дом,жилые,Здание,5.0,,"3511,5",3
1635,235227134,"Зелёный пр-т, д. 64","город Москва, Зелёный проспект, дом 64",ВАО,8395,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62347,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,64,,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,15949,3
1636,866736,"Зелёный пр-т, д. 64А","город Москва, Зелёный проспект, дом 64А",ВАО,2122337,Бюджет,,,ГБОУ Школа № 1324,04-04-0224/003,237107,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,64А,,,,1,панельные,детский сад,нежилые,Здание,3.0,,"2165,2",0
1637,723315107,"Зелёный пр-т, д. 65","город Москва, Зелёный проспект, дом 65",ВАО,8394,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,62324,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,65,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3545,1",3
1638,235261741,"Зелёный пр-т, д. 66, к. 1","город Москва, Зелёный проспект, дом 66, корпус 1",ВАО,8396,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62343,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,66,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4961,4",3
1639,392985026,"Зелёный пр-т, д. 66, к. 2","город Москва, Зелёный проспект, дом 66, корпус 2",ВАО,8397,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,61839,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,66,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4904,4",3
1640,785498869,"Зелёный пр-т, д. 67, к. 1","город Москва, Зелёный проспект, дом 67, корпус 1",ВАО,8398,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,62330,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,67,1,,,1,панельные,многоквартирный дом,жилые,Здание,9.0,,"7113,9",3
1641,785499439,"Зелёный пр-т, д. 67, к. 2","город Москва, Зелёный проспект, дом 67, корпус 2",ВАО,8399,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/007,62314,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,67,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"5134,3",3
1642,393070448,"Зелёный пр-т, д. 68, к. 1","город Москва, Зелёный проспект, дом 68, корпус 1",ВАО,8400,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62337,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,68,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4982,1",3
1643,246080262,"Зелёный пр-т, д. 68, к. 2","город Москва, Зелёный проспект, дом 68, корпус 2",ВАО,8401,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62329,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,68,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4865,5",3
1644,397217097,"Зелёный пр-т, д. 69, к. 1","город Москва, Зелёный проспект, дом 69, корпус 1",ВАО,8402,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,62361,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,69,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3525,8",3
1645,437677132,"Зелёный пр-т, д. 69, к. 2","город Москва, Зелёный проспект, дом 69, корпус 2",ВАО,8403,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,61848,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,69,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"2576,1",3
1646,368966396,"Зелёный пр-т, д. 70, к. 1","город Москва, Зелёный проспект, дом 70, корпус 1",ВАО,8404,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62344,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,70,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4950,7",3
1647,393040271,"Зелёный пр-т, д. 70, к. 2","город Москва, Зелёный проспект, дом 70, корпус 2",ВАО,8405,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,61847,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,70,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,13.0,,"4919,4",3
1648,227842068,"Зелёный пр-т, д. 71, к. 1","город Москва, Зелёный проспект, дом 71, корпус 1",ВАО,8406,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,62328,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,71,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3555,1",3
1649,433373070,"Зелёный пр-т, д. 71, к. 2","город Москва, Зелёный проспект, дом 71, корпус 2",ВАО,8407,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,62317,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,71,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"2712,5",3
1650,277930719,"Зелёный пр-т, д. 73","город Москва, Зелёный проспект, дом 73",ВАО,8408,МКД,ОДС №9-Новогиреево,"город Москва, Зелёный проспект, дом 50","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/004,62351,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,73,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3519,6",3
1651,785472779,"Зелёный пр-т, д. 74","город Москва, Зелёный проспект, дом 74",ВАО,8409,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/016,62336,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,74,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"5247,9",3
1652,141858846,"Зелёный пр-т, д. 74А","город Москва, Зелёный проспект, дом 74А",ВАО,2121813,Бюджет,,,"ГБПОУ ""МКАГ""",04-04-0224/016,153965,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,74А,,,,1,из железобетонных сегментов,училище,нежилые,Здание,5.0,,"4148,8",2
1653,849119,"Зелёный пр-т, д. 75","город Москва, Зелёный проспект, дом 75",ВАО,2122178,Бюджет,,,ГБОУ Школа № 1798,04-04-0223/009,138372,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,75,,,,1,крупноблочные,школа,нежилые,Здание,5.0,,"4037,9",1
1654,866892,"Зелёный пр-т, д. 75, стр. 3","город Москва, Зелёный проспект, дом 75, строение 3",ВАО,2504320,Бюджет,,,ГБОУ Школа № 1798,04-04-0223/034,181381,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,75,,строение,3,1,монолитные (ж-б),плавательный бассейн,нежилые,Здание,2.0,,"1900,5",0
1655,466155321,"Зелёный пр-т, д. 76","город Москва, Зелёный проспект, дом 76",ВАО,8410,МКД,ОДС №13-Новогиреево,"город Москва, Союзный проспект, дом 20, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0224/011,62342,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,76,,,,1,из железобетонных сегментов,многоквартирный дом,жилые,Здание,14.0,,"4232,6",3
1656,391489739,"Зелёный пр-т, д. 77, к. 1","город Москва, Зелёный проспект, дом 77, корпус 1",ВАО,8411,МКД,ОДС №12-Новогиреево,"город Москва, Федеративный проспект, дом 42, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО""",04-04-0223/002,62346,город Москва,Восточный административный округ,муниципальный округ Новогиреево,,Зелёный проспект,дом,77,1,,,1,легкобетонные блоки,многоквартирный дом,жилые,Здание,12.0,,"3636,9",3
